Id,CityName,StateName
1061,Lake in the Hills,Illinois
1062,Lansing,Illinois
1063,Lemont,Illinois
1064,Libertyville,Illinois
1065,Lisle,Illinois
1066,Lockport,Illinois
1067,Lombard,Illinois
1068,Loves Park,Illinois
1069,Machesney Park,Illinois
1070,Macomb,Illinois
1071,Matteson,Illinois
1072,Maywood,Illinois
1073,McHenry,Illinois
1074,Melrose Park,Illinois
1075,Mokena,Illinois
1076,Moline,Illinois
1077,Montgomery,Illinois
1078,Morton,Illinois
1079,Morton Grove,Illinois
1080,Mount Prospect,Illinois
1081,Mundelein,Illinois
1082,Naperville,Illinois
1083,New Lenox,Illinois
1084,Niles,Illinois
1085,Normal,Illinois
1086,North Aurora,Illinois
1087,North Chicago,Illinois
1088,North Peoria,Illinois
1089,Northbrook,Illinois
1090,Oak Forest,Illinois
1091,Oak Lawn,Illinois
1092,Oak Park,Illinois
1093,Orland Park,Illinois
1094,Oswego,Illinois
1095,Ottawa,Illinois
1096,Palatine,Illinois
1097,Palos Hills,Illinois
1098,Park Forest,Illinois
1099,Park Ridge,Illinois
1100,Pekin,Illinois
1101,Peoria,Illinois
1102,Plainfield,Illinois
1103,Prospect Heights,Illinois
1104,Rock Island,Illinois
1105,Rockford,Illinois
1106,Rolling Meadows,Illinois
1107,Romeoville,Illinois
1108,Roselle,Illinois
1109,Round Lake,Illinois
1110,Round Lake Beach,Illinois
1111,Saint Charles,Illinois
1112,Schaumburg,Illinois
1113,Shorewood,Illinois
1114,Skokie,Illinois
1115,South Elgin,Illinois
1116,South Holland,Illinois
1117,Sterling,Illinois
1118,Streamwood,Illinois
1119,Sycamore,Illinois
1120,Tinley Park,Illinois
1121,Urbana,Illinois
1122,Vernon Hills,Illinois
1123,Villa Park,Illinois
1124,Wasco,Illinois
1125,Washington,Illinois
1126,Waukegan,Illinois
1127,West Chicago,Illinois
1128,Westchester,Illinois
1129,Westmont,Illinois
1130,Wheaton,Illinois
1131,Wheeling,Illinois
1132,Wilmette,Illinois
1133,Woodridge,Illinois
1134,Woodstock,Illinois
1135,Yorkville,Illinois
1136,Zion,Illinois
1137,Anderson,Indiana
1138,Crawfordsville,Indiana
1139,Crown Point,Indiana
1140,Dyer,Indiana
1141,East Chicago,Indiana
1142,Elkhart,Indiana
1143,Fort Wayne,Indiana
1144,Frankfort,Indiana
1145,Gary,Indiana
1146,Goshen,Indiana
1147,Granger,Indiana
1148,Griffith,Indiana
1149,Hammond,Indiana
1150,Highland,Indiana
1151,Hobart,Indiana
1152,Huntington,Indiana
1153,Kokomo,Indiana
1154,LaPorte,Indiana
1155,Lafayette,Indiana
1156,Lebanon,Indiana
1157,Logansport,Indiana
1158,Marion,Indiana
1159,Merrillville,Indiana
1160,Michigan City,Indiana
1161,Mishawaka,Indiana
1162,Muncie,Indiana
1163,Munster,Indiana
1164,Noblesville,Indiana
1165,Portage,Indiana
1166,Schererville,Indiana
1167,South Bend,Indiana
1168,Valparaiso,Indiana
1169,West Lafayette,Indiana
1170,Westfield,Indiana
1171,Abington,Massachusetts
1172,Acton,Massachusetts
1173,Agawam,Massachusetts
1174,Amesbury,Massachusetts
1175,Amherst Center,Massachusetts
1176,Arlington,Massachusetts
1177,Ashland,Massachusetts
1178,Attleboro,Massachusetts
1179,Auburn,Massachusetts
1180,Barnstable,Massachusetts
1181,Belmont,Massachusetts
1182,Beverly,Massachusetts
1183,Beverly Cove,Massachusetts
1184,Billerica,Massachusetts
1185,Boston,Massachusetts
1186,Braintree,Massachusetts
1187,Brockton,Massachusetts
1188,Brookline,Massachusetts
1189,Burlington,Massachusetts
1190,Cambridge,Massachusetts
1191,Canton,Massachusetts
1192,Chelmsford,Massachusetts
1193,Chelsea,Massachusetts
1194,Chicopee,Massachusetts
1195,Concord,Massachusetts
1196,Danvers,Massachusetts
1197,Dedham,Massachusetts
1198,Dracut,Massachusetts
1199,East Longmeadow,Massachusetts
1200,Easthampton,Massachusetts
1201,Easton,Massachusetts
1202,Everett,Massachusetts
1203,Fairhaven,Massachusetts
1204,Fall River,Massachusetts
1205,Fitchburg,Massachusetts
1206,Framingham,Massachusetts
1207,Framingham Center,Massachusetts
1208,Franklin,Massachusetts
1209,Gardner,Massachusetts
1210,Gloucester,Massachusetts
1211,Grafton,Massachusetts
1212,Greenfield,Massachusetts
1213,Hanover,Massachusetts
1214,Haverhill,Massachusetts
1215,Holden,Massachusetts
1216,Holyoke,Massachusetts
1217,Jamaica Plain,Massachusetts
1218,Lawrence,Massachusetts
1219,Leominster,Massachusetts
1220,Lexington,Massachusetts
1221,Longmeadow,Massachusetts
1222,Lowell,Massachusetts
1223,Ludlow,Massachusetts
1224,Lynn,Massachusetts
1225,Malden,Massachusetts
1226,Mansfield,Massachusetts
1227,Marblehead,Massachusetts
1228,Marlborough,Massachusetts
1229,Medford,Massachusetts
1230,Melrose,Massachusetts
1231,Methuen,Massachusetts
1232,Milford,Massachusetts
1233,Milton,Massachusetts
1234,Natick,Massachusetts
1235,Needham,Massachusetts
1236,New Bedford,Massachusetts
1237,Newburyport,Massachusetts
1238,Newton,Massachusetts
1239,North Chicopee,Massachusetts
1240,Northampton,Massachusetts
1241,Norton,Massachusetts
1242,Norwood,Massachusetts
1243,Palmer,Massachusetts
1244,Peabody,Massachusetts
1245,Pittsfield,Massachusetts
1246,Quincy,Massachusetts
1247,Randolph,Massachusetts
1248,Reading,Massachusetts
1249,Rockland,Massachusetts
1250,Salem,Massachusetts
1251,Saugus,Massachusetts
1252,Shrewsbury,Massachusetts
1253,Somerset,Massachusetts
1254,Somerville,Massachusetts
1255,South Boston,Massachusetts
1256,South Hadley,Massachusetts
1257,South Peabody,Massachusetts
1258,Southbridge,Massachusetts
1259,Springfield,Massachusetts
1260,Stoneham,Massachusetts
1261,Stoughton,Massachusetts
1262,Sudbury,Massachusetts
1263,Swansea,Massachusetts
1264,Taunton,Massachusetts
1265,Tewksbury,Massachusetts
1266,Wakefield,Massachusetts
1267,Waltham,Massachusetts
1268,Watertown,Massachusetts
1269,Wellesley,Massachusetts
1270,West Springfield,Massachusetts
1271,Westfield,Massachusetts
1272,Westford,Massachusetts
1273,Weymouth,Massachusetts
1274,Wilmington,Massachusetts
1275,Winchester,Massachusetts
1276,Winthrop,Massachusetts
1277,Woburn,Massachusetts
1278,Worcester,Massachusetts
1279,Yarmouth,Massachusetts
1280,Auburn,Maine
1281,Augusta,Maine
1282,Bangor,Maine
1283,Biddeford,Maine
1284,Brunswick,Maine
1285,Lewiston,Maine
1286,Portland,Maine
1287,Saco,Maine
1288,South Portland,Maine
1289,South Portland Gardens,Maine
1290,Waterville,Maine
1291,West Scarborough,Maine
1292,Westbrook,Maine
1293,Adrian,Michigan
1294,Allen Park,Michigan
1295,Allendale,Michigan
1296,Ann Arbor,Michigan
1297,Auburn Hills,Michigan
1298,Battle Creek,Michigan
1299,Bay City,Michigan
1300,Birmingham,Michigan
1301,Burton,Michigan
1302,Canton,Michigan
1303,Clinton,Michigan
1304,Dearborn,Michigan
1305,Dearborn Heights,Michigan
1306,Detroit,Michigan
1307,East Lansing,Michigan
1308,Eastpointe,Michigan
1309,Farmington Hills,Michigan
1310,Ferndale,Michigan
1311,Flint,Michigan
1312,Forest Hills,Michigan
1313,Garden City,Michigan
1314,Grand Rapids,Michigan
1315,Grandville,Michigan
1316,Grosse Pointe Woods,Michigan
1317,Hamtramck,Michigan
1318,Haslett,Michigan
1319,Hazel Park,Michigan
1320,Holland,Michigan
1321,Holt,Michigan
1322,Iron River,Michigan
1323,Jackson,Michigan
1324,Jenison,Michigan
1325,Kalamazoo,Michigan
1326,Kentwood,Michigan
1327,Lansing,Michigan
1328,Lincoln Park,Michigan
1329,Livonia,Michigan
1330,Madison Heights,Michigan
1331,Marquette,Michigan
1332,Midland,Michigan
1333,Monroe,Michigan
1334,Mount Clemens,Michigan
1335,Mount Pleasant,Michigan
1336,Muskegon,Michigan
1337,Norton Shores,Michigan
1338,Novi,Michigan
1339,Oak Park,Michigan
1340,Okemos,Michigan
1341,Owosso,Michigan
1342,Pontiac,Michigan
1343,Port Huron,Michigan
1344,Portage,Michigan
1345,Redford,Michigan
1346,Rochester Hills,Michigan
1347,Romulus,Michigan
1348,Roseville,Michigan
1349,Royal Oak,Michigan
1350,Saginaw,Michigan
1351,Shelby,Michigan
1352,Southfield,Michigan
1353,Southgate,Michigan
1354,Saint Clair Shores,Michigan
1355,Sterling Heights,Michigan
1356,Taylor,Michigan
1357,Trenton,Michigan
1358,Troy,Michigan
1359,Walker,Michigan
1360,Warren,Michigan
1361,Waterford,Michigan
1362,Waverly,Michigan
1363,Wayne,Michigan
1364,Westland,Michigan
1365,Wyandotte,Michigan
1366,Wyoming,Michigan
1367,Ypsilanti,Michigan
1368,Albert Lea,Minnesota
1369,Andover,Minnesota
1370,Anoka,Minnesota
1371,Apple Valley,Minnesota
1372,Austin,Minnesota
1373,Blaine,Minnesota
1374,Bloomington,Minnesota
1375,Brooklyn Center,Minnesota
1376,Brooklyn Park,Minnesota
1377,Buffalo,Minnesota
1378,Burnsville,Minnesota
1379,Champlin,Minnesota
1380,Chanhassen,Minnesota
1381,Chaska,Minnesota
1382,Columbia Heights,Minnesota
1383,Coon Rapids,Minnesota
1384,Cottage Grove,Minnesota
1385,Crystal,Minnesota
1386,Duluth,Minnesota
1387,Eagan,Minnesota
1388,Eden Prairie,Minnesota
1389,Edina,Minnesota
1390,Elk River,Minnesota
1391,Faribault,Minnesota
1392,Farmington,Minnesota
1393,Forest Lake,Minnesota
1394,Fridley,Minnesota
1395,Golden Valley,Minnesota
1396,Ham Lake,Minnesota
1397,Hastings,Minnesota
1398,Hibbing,Minnesota
1399,Hopkins,Minnesota
1400,Inver Grove Heights,Minnesota
1401,Lakeville,Minnesota
1402,Lino Lakes,Minnesota
1403,Mankato,Minnesota
1404,Maple Grove,Minnesota
1405,Maplewood,Minnesota
1406,Minneapolis,Minnesota
1407,Minnetonka,Minnesota
1408,Minnetonka Mills,Minnesota
1409,Moorhead,Minnesota
1410,New Brighton,Minnesota
1411,New Hope,Minnesota
1412,Northfield,Minnesota
1413,Oakdale,Minnesota
1414,Owatonna,Minnesota
1415,Plymouth,Minnesota
1416,Prior Lake,Minnesota
1417,Ramsey,Minnesota
1418,Red Wing,Minnesota
1419,Richfield,Minnesota
1420,Rochester,Minnesota
1421,Rosemount,Minnesota
1422,Roseville,Minnesota
1423,Saint Cloud,Minnesota
1424,Saint Louis Park,Minnesota
1425,Saint Michael,Minnesota
1426,Saint Paul,Minnesota
1427,Sartell,Minnesota
1428,Savage,Minnesota
1429,Shakopee,Minnesota
1430,Shoreview,Minnesota
1431,South Saint Paul,Minnesota
1432,Stillwater,Minnesota
1433,West Coon Rapids,Minnesota
1434,West Saint Paul,Minnesota
1435,White Bear Lake,Minnesota
1436,Willmar,Minnesota
1437,Winona,Minnesota
1438,Woodbury,Minnesota
1439,Kirksville,Missouri
1440,Fargo, North Dakota
1441,Grand Forks, North Dakota
1442,Jamestown, North Dakota
1443,West Fargo, North Dakota
1444,Bellevue,Nebraska
1445,Columbus,Nebraska
1446,Fremont,Nebraska
1447,Grand Island,Nebraska
1448,Hastings,Nebraska
1449,Kearney,Nebraska
1450,La Vista,Nebraska
1451,Lincoln,Nebraska
1452,Norfolk,Nebraska
1453,Omaha,Nebraska
1454,Papillion,Nebraska
1455,Bedford,New Hampshire
1456,Concord,New Hampshire
1457,Derry,New Hampshire
1458,Derry Village,New Hampshire
1459,Dover,New Hampshire
1460,East Concord,New Hampshire
1461,Keene,New Hampshire
1462,Laconia,New Hampshire
1463,Manchester,New Hampshire
1464,Merrimack,New Hampshire
1465,Nashua,New Hampshire
1466,Portsmouth,New Hampshire
1467,Rochester,New Hampshire
1468,Salem,New Hampshire
1469,Asbury Park,New Jersey
1470,Avenel,New Jersey
1471,Bayonne,New Jersey
1472,Belleville,New Jersey
1473,Bergenfield,New Jersey
1474,Bloomfield,New Jersey
1475,Carteret,New Jersey
1476,Cliffside Park,New Jersey
1477,Clifton,New Jersey
1478,Colonia,New Jersey
1479,Cranford,New Jersey
1480,Dover,New Jersey
1481,Dumont,New Jersey
1482,East Brunswick,New Jersey
1483,East Orange,New Jersey
1484,Edison,New Jersey
1485,Elizabeth,New Jersey
1486,Elmwood Park,New Jersey
1487,Englewood,New Jersey
1488,Ewing,New Jersey
1489,Fair Lawn,New Jersey
1490,Fords,New Jersey
1491,Fort Lee,New Jersey
1492,Garfield,New Jersey
1493,Hackensack,New Jersey
1494,Hawthorne,New Jersey
1495,Hillside,New Jersey
1496,Hoboken,New Jersey
1497,Hopatcong,New Jersey
1498,Hopatcong Hills,New Jersey
1499,Irvington,New Jersey
1500,Iselin,New Jersey
1501,Jersey City,New Jersey
1502,Kearny,New Jersey
1503,Lakewood,New Jersey
1504,Linden,New Jersey
1505,Livingston,New Jersey
1506,Lodi,New Jersey
1507,Long Branch,New Jersey
1508,Lyndhurst,New Jersey
1509,Madison,New Jersey
1510,Mahwah,New Jersey
1511,Maplewood,New Jersey
1512,Marlboro,New Jersey
1513,Montclair,New Jersey
1514,Morristown,New Jersey
1515,New Brunswick,New Jersey
1516,New Milford,New Jersey
1517,Newark,New Jersey
1518,North Arlington,New Jersey
1519,North Bergen,New Jersey
1520,North Plainfield,New Jersey
1521,Nutley,New Jersey
1522,Old Bridge,New Jersey
1523,Orange,New Jersey
1524,Palisades Park,New Jersey
1525,Paramus,New Jersey
1526,Parsippany,New Jersey
1527,Passaic,New Jersey
1528,Paterson,New Jersey
1529,Perth Amboy,New Jersey
1530,Piscataway,New Jersey
1531,Plainfield,New Jersey
1532,Point Pleasant,New Jersey
1533,Rahway,New Jersey
1534,Ridgewood,New Jersey
1535,Roselle,New Jersey
1536,Rutherford,New Jersey
1537,Sayreville,New Jersey
1538,Sayreville Junction,New Jersey
1539,Scotch Plains,New Jersey
1540,Secaucus,New Jersey
1541,Somerset,New Jersey
1542,South Old Bridge,New Jersey
1543,South Orange,New Jersey
1544,South Plainfield,New Jersey
1545,South River,New Jersey
1546,Summit,New Jersey
1547,Teaneck,New Jersey
1548,Tinton Falls,New Jersey
1549,Trenton,New Jersey
1550,Union,New Jersey
1551,Union City,New Jersey
1552,Wayne,New Jersey
1553,West Milford,New Jersey
1554,West New York,New Jersey
1555,West Orange,New Jersey
1556,Westfield,New Jersey
1557,Willingboro,New Jersey
1558,Woodbridge,New Jersey
1559,Wyckoff,New Jersey
1560,Albany,New York
1561,Amherst,New York
1562,Amsterdam,New York
1563,Auburn,New York
1564,Baldwin,New York
1565,Batavia,New York
1566,Bay Shore,New York
1567,Beacon,New York
1568,Bellmore,New York
1569,Bensonhurst,New York
1570,Bethpage,New York
1571,Binghamton,New York
1572,Brentwood,New York
1573,Brighton,New York
1574,The Bronx,New York
1575,Brooklyn,New York
1576,Buffalo,New York
1577,Centereach,New York
1578,Central Islip,New York
1579,Cheektowaga,New York
1580,Cohoes,New York
1581,Commack,New York
1582,Coney Island,New York
1583,Copiague,New York
1584,Coram,New York
1585,Cortland,New York
1586,Deer Park,New York
1587,Depew,New York
1588,Dix Hills,New York
1589,East Meadow,New York
1590,East Massapequa,New York
1591,East New York,New York
1592,East Northport,New York
1593,East Patchogue,New York
1594,East Setauket,New York
1595,Eastchester,New York
1596,Eggertsville,New York
1597,Elmira,New York
1598,Elmont,New York
1599,Farmingville,New York
1600,Floral Park,New York
1601,Franklin Square,New York
1602,Freeport,New York
1603,Garden City,New York
1604,Glen Cove,New York
1605,Gloversville,New York
1606,Greenburgh,New York
1607,Harrison,New York
1608,Hauppauge,New York
1609,Hempstead,New York
1610,Hicksville,New York
1611,Holbrook,New York
1612,Holtsville,New York
1613,Huntington,New York
1614,Huntington Station,New York
1615,Irondequoit,New York
1616,Islip,New York
1617,Ithaca,New York
1618,Jamaica,New York
1619,Jamestown,New York
1620,Johnson City,New York
1621,Kenmore,New York
1622,Kings Park,New York
1623,Kingston,New York
1624,Kiryas Joel,New York
1625,Lackawanna,New York
1626,Lake Ronkonkoma,New York
1627,Levittown,New York
1628,Lindenhurst,New York
1629,Lockport,New York
1630,Long Beach,New York
1631,Long Island City,New York
1632,Lynbrook,New York
1633,Mamaroneck,New York
1634,Manhattan,New York
1635,Massapequa,New York
1636,Massapequa Park,New York
1637,Mastic,New York
1638,Medford,New York
1639,Melville,New York
1640,Merrick,New York
1641,Middletown,New York
1642,Mineola,New York
1643,Monsey,New York
1644,Mount Vernon,New York
1645,Nanuet,New York
1646,New City,New York
1647,New Rochelle,New York
1648,New York City,New York
1649,Newburgh,New York
1650,Niagara Falls,New York
1651,North Amityville,New York
1652,North Babylon,New York
1653,North Bay Shore,New York
1654,North Bellmore,New York
1655,North Massapequa,New York
1656,North Tonawanda,New York
1657,North Valley Stream,New York
1658,Oceanside,New York
1659,Ossining,New York
1660,Oswego,New York
1661,Pearl River,New York
1662,Peekskill,New York
1663,Plainview,New York
1664,Plattsburgh,New York
1665,Port Chester,New York
1666,Port Washington,New York
1667,Poughkeepsie,New York
1668,Borough of Queens,New York
1669,Rochester,New York
1670,Rockville Centre,New York
1671,Rome,New York
1672,Ronkonkoma,New York
1673,Roosevelt,New York
1674,Rotterdam,New York
1675,Rye,New York
1676,Saratoga Springs,New York
1677,Sayville,New York
1678,Scarsdale,New York
1679,Schenectady,New York
1680,Seaford,New York
1681,Selden,New York
1682,Shirley,New York
1683,Smithtown,New York
1684,Spring Valley,New York
1685,Staten Island,New York
1686,Syosset,New York
1687,Syracuse,New York
1688,Tonawanda,New York
1689,Troy,New York
1690,Uniondale,New York
1691,Utica,New York
1692,Valley Stream,New York
1693,Wantagh,New York
1694,Watertown,New York
1695,West Albany,New York
1696,West Babylon,New York
1697,West Hempstead,New York
1698,West Islip,New York
1699,West Seneca,New York
1700,Westbury,New York
1701,White Plains,New York
1702,Woodmere,New York
1703,Yonkers,New York
1704,Akron,Ohio
1705,Alliance,Ohio
1706,Ashland,Ohio
1707,Ashtabula,Ohio
1708,Aurora,Ohio
1709,Austintown,Ohio
1710,Avon,Ohio
1711,Avon Center,Ohio
1712,Avon Lake,Ohio
1713,Barberton,Ohio
1714,Bay Village,Ohio
1715,Berea,Ohio
1716,Boardman,Ohio
1717,Bowling Green,Ohio
1718,Broadview Heights,Ohio
1719,Brook Park,Ohio
1720,Brunswick,Ohio
1721,Canton,Ohio
1722,Cleveland,Ohio
1723,Cuyahoga Falls,Ohio
1724,Defiance,Ohio
1725,Delaware,Ohio
1726,Dublin,Ohio
1727,East Cleveland,Ohio
1728,Eastlake,Ohio
1729,Elyria,Ohio
1730,Euclid,Ohio
1731,Fairview Park,Ohio
1732,Findlay,Ohio
1733,Fremont,Ohio
1734,Gahanna,Ohio
1735,Garfield Heights,Ohio
1736,Green,Ohio
1737,Hilliard,Ohio
1738,Hudson,Ohio
1739,Kent,Ohio
1740,Lakewood,Ohio
1741,Lima,Ohio
1742,Lorain,Ohio
1743,Mansfield,Ohio
1744,Maple Heights,Ohio
1745,Marion,Ohio
1746,Marysville,Ohio
1747,Massillon,Ohio
1748,Mayfield Heights,Ohio
1749,Medina,Ohio
1750,Mentor,Ohio
1751,Middleburg Heights,Ohio
1752,Mount Vernon,Ohio
1753,New Philadelphia,Ohio
1754,Newark,Ohio
1755,Niles,Ohio
1756,North Canton,Ohio
1757,North Olmsted,Ohio
1758,North Ridgeville,Ohio
1759,North Royalton,Ohio
1760,Norwalk,Ohio
1761,Oregon,Ohio
1762,Painesville,Ohio
1763,Parma,Ohio
1764,Parma Heights,Ohio
1765,Perrysburg,Ohio
1766,Piqua,Ohio
1767,Rocky River,Ohio
1768,Sandusky,Ohio
1769,Shaker Heights,Ohio
1770,Sidney,Ohio
1771,Solon,Ohio
1772,South Euclid,Ohio
1773,Steubenville,Ohio
1774,Stow,Ohio
1775,Streetsboro,Ohio
1776,Strongsville,Ohio
1777,Sylvania,Ohio
1778,Tallmadge,Ohio
1779,Tiffin,Ohio
1780,Toledo,Ohio
1781,Troy,Ohio
1782,Twinsburg,Ohio
1783,Wadsworth,Ohio
1784,Warren,Ohio
1785,Westerville,Ohio
1786,Westlake,Ohio
1787,Willoughby,Ohio
1788,Wooster,Ohio
1789,Youngstown,Ohio
1790,Allentown,Pennsylvania
1791,Allison Park,Pennsylvania
1792,Altoona,Pennsylvania
1793,Back Mountain,Pennsylvania
1794,Baldwin,Pennsylvania
1795,Bethel Park,Pennsylvania
1796,Bethlehem,Pennsylvania
1797,Carlisle,Pennsylvania
1798,Easton,Pennsylvania
1799,Erie,Pennsylvania
1800,Harrisburg,Pennsylvania
1801,Hazleton,Pennsylvania
1802,Hermitage,Pennsylvania
1803,Johnstown,Pennsylvania
1804,King of Prussia,Pennsylvania
1805,Lancaster,Pennsylvania
1806,Lansdale,Pennsylvania
1807,Lebanon,Pennsylvania
1808,Levittown,Pennsylvania
1809,Limerick,Pennsylvania
1810,McKeesport,Pennsylvania
1811,Monroeville,Pennsylvania
1812,Mount Lebanon,Pennsylvania
1813,Mountain Top,Pennsylvania
1814,Murrysville,Pennsylvania
1815,New Castle,Pennsylvania
1816,Norristown,Pennsylvania
1817,Penn Hills,Pennsylvania
1818,Phoenixville,Pennsylvania
1819,Pittsburgh,Pennsylvania
1820,Plum,Pennsylvania
1821,Pottstown,Pennsylvania
1822,Radnor,Pennsylvania
1823,Reading,Pennsylvania
1824,Scranton,Pennsylvania
1825,State College,Pennsylvania
1826,Upper Saint Clair,Pennsylvania
1827,Wayne,Pennsylvania
1828,West Mifflin,Pennsylvania
1829,Whitehall Township,Pennsylvania
1830,Wilkes-Barre,Pennsylvania
1831,Wilkinsburg,Pennsylvania
1832,Williamsport,Pennsylvania
1833,Willow Grove,Pennsylvania
1834,Barrington,Rhode Island
1835,Bristol,Rhode Island
1836,Central Falls,Rhode Island
1837,Coventry,Rhode Island
1838,Cranston,Rhode Island
1839,Cumberland,Rhode Island
1840,East Providence,Rhode Island
1841,Middletown,Rhode Island
1842,Newport,Rhode Island
1843,North Kingstown,Rhode Island
1844,North Providence,Rhode Island
1845,Pawtucket,Rhode Island
1846,Portsmouth,Rhode Island
1847,Providence,Rhode Island
1848,Smithfield,Rhode Island
1849,Warwick,Rhode Island
1850,West Warwick,Rhode Island
1851,Westerly,Rhode Island
1852,Woonsocket,Rhode Island
1853,Aberdeen,South Dakota
1854,Brookings,South Dakota
1855,Mitchell,South Dakota
1856,Sioux Falls,South Dakota
1857,Watertown,South Dakota
1858,Burlington,Vermont
1859,Colchester,Vermont
1860,Rutland,Vermont
1861,South Burlington,Vermont
1862,Appleton,Wisconsin
1863,Ashwaubenon,Wisconsin
1864,Beaver Dam,Wisconsin
1865,Beloit,Wisconsin
1866,Brookfield,Wisconsin
1867,Caledonia,Wisconsin
1868,Cudahy,Wisconsin
1869,De Pere,Wisconsin
1870,Eau Claire,Wisconsin
1871,Fitchburg,Wisconsin
1872,Fond du Lac,Wisconsin
1873,Franklin,Wisconsin
1874,Germantown,Wisconsin
1875,Green Bay,Wisconsin
1876,Greenfield,Wisconsin
1877,Howard,Wisconsin
1878,Janesville,Wisconsin
1879,Kaukauna,Wisconsin
1880,Kenosha,Wisconsin
1881,La Crosse,Wisconsin
1882,Madison,Wisconsin
1883,Manitowoc,Wisconsin
1884,Marshfield,Wisconsin
1885,Menasha,Wisconsin
1886,Menomonee Falls,Wisconsin
1887,Menomonie,Wisconsin
1888,Mequon,Wisconsin
1889,Middleton,Wisconsin
1890,Milwaukee,Wisconsin
1891,Muskego,Wisconsin
1892,Neenah,Wisconsin
1893,New Berlin,Wisconsin
1894,North La Crosse,Wisconsin
1895,Oak Creek,Wisconsin
1896,Oconomowoc,Wisconsin
1897,Onalaska,Wisconsin
1898,Oshkosh,Wisconsin
1899,Pleasant Prairie,Wisconsin
1900,Racine,Wisconsin
1901,Sheboygan,Wisconsin
1902,South Milwaukee,Wisconsin
1903,Stevens Point,Wisconsin
1904,Sun Prairie,Wisconsin
1905,Superior,Wisconsin
1906,Watertown,Wisconsin
1907,Waukesha,Wisconsin
1908,Wausau,Wisconsin
1909,Wauwatosa,Wisconsin
1910,West Allis,Wisconsin
1911,West Bend,Wisconsin
1912,Wisconsin Rapids,Wisconsin
1913,Weirton, West Virginia
1914,Weirton Heights, West Virginia
1915,Wheeling, West Virginia
1916,Ansonia,Connecticut
1917,Bridgeport,Connecticut
1918,Bristol,Connecticut
1919,Branford,Connecticut
1920,Cheshire,Connecticut
1921,Fillmore,California
1922,Buckeye,Arizona
1923,Bullhead City,Arizona
1924,Casa Grande,Arizona
1925,Casas Adobes,Arizona
1926,Catalina Foothills,Arizona
1927,Chandler,Arizona
1928,Douglas,Arizona
1929,Drexel Heights,Arizona
1930,El Mirage,Arizona
1931,Eloy,Arizona
1932,Flagstaff,Arizona
1933,Florence,Arizona
1934,Flowing Wells,Arizona
1935,Fortuna Foothills,Arizona
1936,Fountain Hills,Arizona
1937,Gilbert,Arizona
1938,Glendale,Arizona
1939,Goodyear,Arizona
1940,Green Valley,Arizona
1941,Kingman,Arizona
1942,Lake Havasu City,Arizona
1943,Marana,Arizona
1944,Maricopa,Arizona
1945,Mesa,Arizona
1946,Nogales,Arizona
1947,Oro Valley,Arizona
1948,Payson,Arizona
1949,Peoria,Arizona
1950,Phoenix,Arizona
1951,Prescott,Arizona
1952,Prescott Valley,Arizona
1953,Queen Creek,Arizona
1954,Rio Rico,Arizona
1955,Sahuarita,Arizona
1956,San Luis,Arizona
1957,Scottsdale,Arizona
1958,Sierra Vista,Arizona
1959,Sun City,Arizona
1960,Sun City West,Arizona
1961,Surprise,Arizona
1962,Tanque Verde,Arizona
1963,Tempe,Arizona
1964,Tempe Junction,Arizona
1965,Tucson,Arizona
1966,Yuma,Arizona
1967,Adelanto,California
1968,Agoura,California
1969,Agoura Hills,California
1970,Alameda,California
1971,Albany,California
1972,Alhambra,California
1973,Aliso Viejo,California
1974,Altadena,California
1975,Alum Rock,California
1976,American Canyon,California
1977,Anaheim,California
1978,Antelope,California
1979,Antioch,California
1980,Apple Valley,California
1981,Arcadia,California
1982,Arroyo Grande,California
1983,Artesia,California
1984,Arvin,California
1985,Ashland,California
1986,Atascadero,California
1987,Atwater,California
1988,Avenal,California
1989,Avocado Heights,California
1990,Azusa,California
1991,Bakersfield,California
1992,Baldwin Park,California
1993,Banning,California
1994,Barstow,California
1995,Barstow Heights,California
1996,Bay Point,California
1997,Beaumont,California
1998,Bell,California
1999,Bell Gardens,California
2000,Bellflower,California
2001,Belmont,California
2002,Benicia,California
2003,Berkeley,California
2004,Beverly Hills,California
2005,Bloomington,California
2006,Blythe,California
2007,Bostonia,California
2008,Boyle Heights,California
2009,Brawley,California
2010,Brea,California
2011,Brentwood,California
2012,Buena Park,California
2013,Burbank,California
2014,Burlingame,California
2015,Calabasas,California
2016,Calexico,California
2017,Camarillo,California
2018,Cameron Park,California
2019,Campbell,California
2020,Canoga Park,California
2021,Carlsbad,California
2022,Carmichael,California
2023,Carson,California
2024,Castaic,California
2025,Castro Valley,California
2026,Cathedral City,California
2027,Ceres,California
2028,Cerritos,California
2029,Chatsworth,California
2030,Chico,California
2031,Chino,California
2032,Chino Hills,California
2033,Chowchilla,California
2034,Chula Vista,California
2035,Citrus Heights,California
2036,Claremont,California
2037,Clearlake,California
2038,Clovis,California
2039,Coachella,California
2040,Colton,California
2041,Compton,California
2042,Concord,California
2043,Corcoran,California
2044,Corona,California
2045,Coronado,California
2046,Costa Mesa,California
2047,Covina,California
2048,Cudahy,California
2049,Culver City,California
2050,Cupertino,California
2051,Cypress,California
2052,Daly City,California
2053,Dana Point,California
2054,Danville,California
2055,Davis,California
2056,Delano,California
2057,Desert Hot Springs,California
2058,Diamond Bar,California
2059,Dinuba,California
2060,Dixon,California
